target	key	en	ar
SharedResource	Err.ReviewAfterStayEnd	You can only review a property after the stay has ended.	يمكنك مراجعة العقار فقط بعد انتهاء الإقامة.
SharedResource	Err.AlreadyReviewedProperty	You already reviewed this property for that stay.	لقد راجعت هذا العقار بالفعل لهذه الإقامة.
SharedResource	Err.CannotReviewSelf	You cannot review yourself.	لا يمكنك مراجعة نفسك.
SharedResource	Err.ReviewRoommatesAfterStayEnd	You can only review roommates after the stay has ended.	يمكنك مراجعة زملاء السكن فقط بعد انتهاء الإقامة.
SharedResource	Err.OnlyLivedTogether	You can only review students you actually lived with.	يمكنك مراجعة الطلاب الذين عشت معهم فقط.
SharedResource	Err.AlreadyReviewedRoommate	You already reviewed this roommate for that stay.	لقد راجعت هذا الزميل بالفعل لهذه الإقامة.
SharedResource	Err.ReviewNotFound	Review not found.	المراجعة غير موجودة.
SharedResource	Err.NationalIdRequired	Please attach a National ID image.	يرجى إرفاق صورة الرقم القومي.
SharedResource	Err.UniversityIdRequired	Please attach a University ID / student card image.	يرجى إرفاق بطاقة الطالب الجامعية.
SharedResource	Err.ImgInvalidExtension	Only .jpg, .jpeg, .png and .webp images are allowed.	يُسمح فقط بصور .jpg و .jpeg و .png و .webp.
SharedResource	Err.ImgTooLarge	Image must be between 1 byte and 3 MB.	يجب أن يتراوح حجم الصورة بين 1 بايت و 3 ميجابايت.
SharedResource	Err.UploadFailed	The upload failed. Please try again.	فشل الرفع. يرجى المحاولة مرة أخرى.
# ---------- Identity error messages ----------
SharedResource	Identity.DuplicateEmail	Email '{0}' is already taken.	البريد الإلكتروني '{0}' مستخدم بالفعل.
SharedResource	Identity.DuplicateUserName	User name '{0}' is already taken.	اسم المستخدم '{0}' مستخدم بالفعل.
SharedResource	Identity.PasswordTooShort	Passwords must be at least {0} characters.	يجب أن تتكون كلمة المرور من {0} أحرف على الأقل.
SharedResource	Identity.PasswordRequiresDigit	Passwords must have at least one digit ('0'-'9').	يجب أن تحتوي كلمة المرور على رقم واحد على الأقل ('0'-'9').
SharedResource	Identity.PasswordRequiresLower	Passwords must have at least one lowercase letter ('a'-'z').	يجب أن تحتوي كلمة المرور على حرف صغير واحد على الأقل ('a'-'z').
SharedResource	Identity.PasswordRequiresUpper	Passwords must have at least one uppercase letter ('A'-'Z').	يجب أن تحتوي كلمة المرور على حرف كبير واحد على الأقل ('A'-'Z').
SharedResource	Identity.PasswordRequiresNonAlphanumeric	Passwords must have at least one non-alphanumeric character.	يجب أن تحتوي كلمة المرور على حرف غير رقمي أو أبجدي واحد على الأقل.
SharedResource	Identity.InvalidEmail	Email '{0}' is invalid.	البريد الإلكتروني '{0}' غير صالح.
SharedResource	Identity.InvalidUserName	User name '{0}' is invalid, can only contain letters or digits.	اسم المستخدم '{0}' غير صالح.
SharedResource	Identity.PasswordMismatch	Incorrect password.	كلمة المرور غير صحيحة.
SharedResource	Identity.UserAlreadyHasPassword	User already has a password set.	المستخدم لديه كلمة مرور بالفعل.
SharedResource	Identity.UserAlreadyInRole	User already in role '{0}'.	المستخدم موجود بالفعل في دور '{0}'.
SharedResource	Identity.UserNotInRole	User is not in role '{0}'.	المستخدم ليس في دور '{0}'.
SharedResource	Identity.InvalidToken	Invalid token.	رمز غير صالح.
SharedResource	Identity.ConcurrencyFailure	Optimistic concurrency failure, object has been modified.	تعارض التحديثات المتزامنة، تم تعديل الكائن.
SharedResource	Identity.DefaultError	An unknown failure occurred.	حدث خطأ غير معروف.
SharedResource	Identity.RecoveryCodeRedemptionFailed	Recovery code redemption failed.	فشل استبدال رمز الاسترداد.
SharedResource	Identity.LoginAlreadyAssociated	A user with this login already exists.	يوجد مستخدم مسجل بهذه البيانات بالفعل.
SharedResource	Identity.InvalidRoleName	Role name '{0}' is invalid.	اسم الدور '{0}' غير صالح.
SharedResource	Identity.DuplicateRoleName	Role name '{0}' is already taken.	اسم الدور '{0}' مستخدم بالفعل.
SharedResource	Identity.UserLockoutNotEnabled	Lockout is not enabled for this user.	القفل غير مفعّل لهذا المستخدم.
SharedResource	Identity.PasswordRequiresUniqueChars	Passwords must use at least {0} different characters.	يجب أن تستخدم كلمة المرور {0} أحرف مختلفة على الأقل.
# ---------- Admin controller success messages ----------
SharedResource	Admin.Props.Approved	Listing approved and published.	تمت الموافقة على الإعلان ونشره.
SharedResource	Admin.Props.Rejected	Listing rejected.	تم رفض الإعلان.
SharedResource	Admin.Users.StudentVerified	Student verified.	تم التحقق من الطالب.
SharedResource	Admin.Users.StudentRejected	Student verification rejected.	تم رفض التحقق من الطالب.
SharedResource	Admin.Users.DocsRequested	New documents requested from the student.	تم طلب مستندات جديدة من الطالب.
SharedResource	Admin.Users.Updated	User status updated.	تم تحديث حالة المستخدم.
SharedResource	Admin.Cmpl.Updated	Complaint updated.	تم تحديث الشكوى.
# ---------- Notification content (localized at creation time) ----------
SharedResource	Notif.NewApplicationReceived	New application received	تم استلام طلب جديد
SharedResource	Notif.NewApplicationReceivedBody	A student applied for '{0}' in '{1}'.	تقدم طالب للغرفة '{0}' في عقار '{1}'.
SharedResource	Notif.ListingEdited	Listing edited	تم تعديل الإعلان
SharedResource	Notif.ListingEditedBody	'{0}' was significantly edited and needs re-review.	تم تعديل '{0}' بشكل كبير ويحتاج إلى مراجعة جديدة.
SharedResource	Notif.ApplicationAccepted	Your application was accepted	تم قبول طلبك
SharedResource	Notif.ApplicationDeclined	Your application was declined	تم رفض طلبك
SharedResource	Notif.ApplicationAcceptedBody	Great news! Your application for '{0}' was accepted.	أخبار رائعة! تم قبول طلبك للغرفة '{0}'.
SharedResource	Notif.ApplicationDeclinedBody	Your application for '{0}' was declined by the owner.	تم رفض طلبك للغرفة '{0}' من قبل المالك.
SharedResource	Notif.StudentVerified	Your student account was verified	تم التحقق من حسابك الطلابي
SharedResource	Notif.StudentVerifiedBody	You now have the Verified badge, which unlocks trust on the platform.	حصلت الآن على شارة الموثق، مما يعزز الثقة في المنصة.
SharedResource	Notif.StudentRejected	Your student verification was rejected	تم رفض التحقق من حسابك الطلابي
SharedResource	Notif.StudentRejectedBody	Please re-upload a clearer copy of your student ID from your profile.	يرجى إعادة رفع نسخة أوضح من بطاقتك الطلابية من ملفك الشخصي.
SharedResource	Notif.DocsRequested	New verification documents requested	تم طلب مستندات تحقق جديدة
SharedResource	Notif.DocsRequestedBody	Please upload updated verification documents from your profile.	يرجى رفع مستندات التحقق المحدثة من ملفك الشخصي.
SharedResource	Notif.ReasonPrefix	Reason: {0}	السبب: {0}
SharedResource	Notif.OwnerVerified	Your owner account was verified	تم التحقق من حسابك كمالك
SharedResource	Notif.OwnerVerifiedBody	You can now list properties. Verified owners rank higher in search.	يمكنك الآن نشر العقارات. الملاك الموثقون يحصلون على ترتيب أعلى في البحث.
SharedResource	Notif.OwnerRejected	Your owner verification was rejected	تم رفض التحقق من حسابك كمالك
SharedResource	Notif.OwnerRejectedBody	Please re-upload your ownership proof from your profile.	يرجى إعادة رفع إثبات الملكية من ملفك الشخصي.
SharedResource	Notif.ListingApproved	Your listing was approved	تمت الموافقة على إعلانك
SharedResource	Notif.ListingRejected	Your listing was rejected	تم رفض إعلانك
SharedResource	Notif.ListingApprovedBody	'{0}' is now live on Housing Gate.	'{0}' أصبح منشوراً الآن على بوابة السكن.
SharedResource	Notif.ListingRejectedBody	'{0}' was rejected. Reason: {1}	تم رفض '{0}'. السبب: {1}
SharedResource	Notif.Unspecified	unspecified	غير محدد
SharedResource	Notif.ReviewLive	Your review is now live	مراجعتك منشورة الآن
SharedResource	Notif.ReviewRemoved	Your review was removed	تمت إزالة مراجعتك
SharedResource	Notif.ReviewLiveBody	Your property review was approved and is now visible.	تمت الموافقة على مراجعة العقار وأصبحت ظاهرة الآن.
SharedResource	Notif.ReviewRemovedBody	A moderator removed your review. Contact support if you have questions.	قام أحد المشرفين بإزالة مراجعتك. تواصل مع الدعم إذا كانت لديك أسئلة.
SharedResource	Notif.NewComplaint	New complaint	شكوى جديدة
SharedResource	Notif.NewComplaintBody	'{0}' was filed and needs review.	تم تقديم '{0}' ويحتاج إلى مراجعة.
SharedResource	Notif.ComplaintUpdate	Complaint update	تحديث الشكوى
SharedResource	Notif.ComplaintUpdateBody	Your complaint '{0}' is now {1}.	شكواك '{0}' أصبحت الآن {1}.SharedResource	Common.Phone	Phone	رقم الهاتف
SharedResource	Common.Major	Major	التخصص
SharedResource	Common.DateOfBirth	Date of birth	تاريخ الميلاد
SharedResource	Common.Furnished	Furnished	مفروش
SharedResource	Admin.Users.Deleted	User deleted.	تم حذف المستخدم.
SharedResource	Admin.Props.Deleted	Property deleted.	تم حذف العقار.
SharedResource	Notif.ListingDeletedByAdmin	Listing deleted	تم حذف الإعلان
SharedResource	Notif.ListingDeletedByAdminBody	Your listing "{0}" was deleted by an admin.	قام أحد المشرفين بحذف إعلانك "{0}".
SharedResource	Err.CannotDeleteAdmin	Admin accounts cannot be deleted.	لا يمكن حذف حسابات المشرفين.
SharedResource	Err.UserHasApplications	This user has applications.	لدى هذا المستخدم طلبات تقديم.
SharedResource	Err.UserHasStays	This user has stays.	لدى هذا المستخدم إقامات.
SharedResource	Err.UserHasComplaints	This user is involved in complaints.	هذا المستخدم طرف في شكاوى.
SharedResource	Err.UserHasReviews	This user has reviews (given or received).	هذا المستخدم لديه تقييمات (قدّمها أو استلمها).
SharedResource	Err.UserPropertyHasHistory	The property "{0}" has applications, stays or complaints.	العقار "{0}" لديه طلبات أو إقامات أو شكاوى.
SharedResource	Err.PropertyHasApplications	This property has applications.	لهذا العقار طلبات تقديم.
SharedResource	Err.PropertyHasStays	This property has stays.	لهذا العقار إقامات.
SharedResource	Err.PropertyHasComplaints	This property has complaints.	لهذا العقار شكاوى.
SharedResource	Common.Search	Search	Ø¨Ø­Ø«
SharedResource	Common.SearchPlaceholder	Search...	Ø¨Ø­Ø«...
SharedResource	Audit.Action.User.Delete	Delete user	Ø­Ø°Ù Ø§Ù„Ù…Ø³ØªØ®Ø¯Ù…
SharedResource	Audit.Action.Property.Delete	Delete property	Ø­Ø°Ù Ø§Ù„Ø¹Ù‚Ø§Ø±
SharedResource	Profile.Picture	Profile picture	صورة الملف الشخصي
SharedResource	Profile.PictureHint	JPG, PNG or WebP, max 3 MB	أحد صور JPG أو PNG أو WebP، حد أقصى 3 ميغابايت
SharedResource	Common.UrlPlaceholder	URL placeholder	مثال الرابط
Areas/AdminAreaResource	Dash.OpenComplaints	Open complaints	الشكاوى المفتوحة
Areas/AdminAreaResource	Dash.NoOpenComplaints	No open complaints.	لا توجد شكاوى مفتوحة.
Areas/AdminAreaResource	Dash.PendingReviews	Pending reviews	التقييمات المعلقة
Areas/AdminAreaResource	Dash.NoPendingReviews	No pending reviews.	لا توجد تقييمات معلقة.
Areas/AdminAreaResource	Dash.PendingReviewTitle	Pending reviews	التقييمات المعلقة
Areas/AdminAreaResource	Dash.RecentUsers	Recent users	المستخدمون الأخيرون
Areas/AdminAreaResource	Dash.NoUsers	No users yet.	لا يوجد مستخدمون بعد.
Areas/OwnerAreaResource	Dash.ComplaintsAboutProperties	Complaints about your properties	شكاوى حول عقاراتك
Areas/OwnerAreaResource	Dash.NoComplaints	No complaints about your properties.	لا توجد شكاوى حول عقاراتك.
Areas/OwnerAreaResource	Dash.ReviewsOnProperties	Reviews on your properties	تقييمات على عقاراتك
Areas/OwnerAreaResource	Dash.NoReviews	No reviews on your properties yet.	لا توجد تقييمات على عقاراتك بعد.
Areas/OwnerAreaResource	Dash.RecentReviews	Recent reviews	أحدث التقييمات
Areas/AdminAreaResource	Dash.SocialMedia	Social Media	وسائل التواصل الاجتماعي
Areas/AdminAreaResource	Social.Media.Facebook	Facebook	فيسبوك
Areas/AdminAreaResource	Social.Media.Instagram	Instagram	إنستغرام
Areas/AdminAreaResource	Social.Media.TikTok	TikTok	تيك توك
SharedResource	Nav.Settings	Settings	الإعدادات
